donor_id,name,email,contact_number,password,date_of_birth,gender,education_level,blood_group,first_donation_date,last_donation_date,number_of_donation,total_donation_volume_ml,last_donation_volume_ml,donation_count_outram,donation_count_dhoby_ghaut,donation_count_woodlands,donation_count_jurong_east,donation_count_punggol,had_adverse_reaction_ever,last_blood_quality_screen,availability
3abfe1ac8d,Chao Ng,chaong2428@hotmail.com,+65 96103491,KyEkZriCvQ,1971-12-26,Male,Diploma,O+,2022-03-11,2024-12-13,13,5461,374,2,6,1,2,2,False,Pass,Yes
b9e06ebbe9,Sanjay Wu,sanjaywu8511@gmail.com,+65 89815158,ijolN8c*Jz,1999-09-07,Male,Primary,AB+,2022-11-09,2025-03-26,11,4151,411,2,2,4,2,1,False,Pass,No
2f4eb2bdcb,Lucia Martinez,luciamartinez9921@gmail.com,+65 98373922,LWCxg#3k4t,1989-02-15,Female,Diploma,O+,2023-02-04,2025-09-27,12,4706,429,0,6,4,0,2,False,Pass,Yes
5d16acd152,Ishita Guo,ishitaguo2080@gmail.com,+65 95296376,DGFzHu^KZ$,2001-11-13,Female,Diploma,O+,2024-05-14,2024-05-14,1,444,444,0,0,0,1,0,False,Pass,No
2664ac46ee,Elena Garcia,elenagarcia9991@gmail.com,+65 99685208,K^EAAi#rM2,1997-06-14,Female,University,A+,2023-10-18,2025-03-05,7,2930,415,3,1,2,1,0,False,Pass,No
cd32864304,Syazwani Reyes,syazwanireyes4752@hotmail.com,+65 90467121,sXVEH3hZRn,1979-03-20,Female,Primary,A+,2020-07-22,2023-10-11,15,5882,365,3,5,1,4,2,False,Pass,No
db492ed6aa,Jiayi Iyer,jiayiiyer1837@gmail.com,+65 86713875,QqtPghSQc&,1973-04-19,Female,University,O-,2023-08-11,2025-10-04,8,3369,394,1,5,1,0,1,False,Pass,Yes
b64fc31503,Anand Zhao,anandzhao3126@hotmail.com,+65 96891737,CtnlpX!4GY,1995-10-17,Male,Secondary,O+,2024-04-04,2025-03-06,5,1974,396,1,0,2,0,2,True,Pass,Yes
ba35f8d234,Jessica Li,jessicali5834@gmail.com,+65 91959771,0BU9TN5ptP,1965-09-08,Female,University,A+,2024-08-13,2025-10-07,4,1642,430,1,1,2,0,0,False,Pass,Yes
e093e4d8dc,Patricia Li,patriciali1752@hotmail.com,+65 82454131,dXSi6hvK7k,1976-01-26,Female,Postgraduate,A+,2023-05-29,2025-10-10,10,4409,408,2,0,0,1,7,True,Pass,Yes
e3ee8cbab5,Andrew Chen,andrewchen2445@gmail.com,+65 91479814,Zkwj2zJI*Q,2005-09-10,Male,Secondary,O-,2025-03-02,2025-10-15,3,1256,435,0,0,2,0,1,False,Pass,Yes
f63d0ab0ce,Peng Huang,penghuang1746@gmail.com,+65 98803005,5km01XvDx3,2001-02-10,Male,University,A+,2024-09-20,2024-09-20,1,378,378,1,0,0,0,0,False,Pass,No
872e7dbbb0,Sophia Wu,sophiawu3481@gmail.com,+65 91292050,?Idgv*1&Jw,1970-11-15,Female,Postgraduate,O+,2023-05-24,2025-01-01,8,3322,390,2,5,0,1,0,False,Pass,Yes
f89817d4a2,Saiful Rosli,saifulrosli709@gmail.com,+65 86511358,p!VyHL6hmh,1972-01-18,Male,Secondary,A+,2020-10-29,2025-03-30,15,5357,361,0,0,9,1,5,False,Pass,Yes
ed21c10e2a,Liling Fernandez,lilingfernandez2053@hotmail.com,+65 94384939,GANlEuUWTX,1982-08-24,Female,Secondary,A+,2020-11-20,2025-09-22,19,6866,390,2,3,1,5,8,True,Pass,Yes
aec37200a3,Avery Clark,averyclark3972@hotmail.com,+65 86309493,ZCwlqYiiOB,1982-09-21,Female,Diploma,O+,2023-08-13,2025-09-07,10,4282,397,3,2,2,0,3,False,Pass,Yes
2dbba48d03,Maya Zhou,mayazhou3455@hotmail.com,+65 98641296,S8iyy?QaLs,1982-10-02,Female,Primary,O+,2022-05-10,2025-08-31,15,5328,434,10,0,0,2,3,False,Pass,Yes
037b71e8b2,Divya Clark,divyaclark7319@hotmail.com,+65 98664536,elcKPu6T&z,2005-06-21,Female,Diploma,O-,2024-11-05,2025-04-22,3,1102,382,0,0,2,0,1,False,Pass,No
8d01027f93,David Rodriguez,davidrodriguez8652@gmail.com,+65 96008727,CNwRBXG8&i,1999-05-23,Male,Diploma,O+,2021-11-18,2025-02-06,15,5903,446,6,2,6,1,0,False,Pass,Yes
ab6efec22e,Han Reyes,hanreyes3710@gmail.com,+65 97738268,XfJpVHBIy5,2002-02-04,Male,Postgraduate,O-,2025-04-08,2025-10-07,3,1276,368,0,0,0,2,1,False,Pass,No
24df82ad54,Ridzuan Hassan,ridzuanhassan6068@gmail.com,+65 86742455,JEWT&pdcse,1984-12-28,Male,University,A+,2023-03-28,2025-09-17,9,3249,445,7,2,0,0,0,False,Pass,Yes
b2b7a7ce5a,Lakshmi Anderson,lakshmianderson5483@gmail.com,+65 89817034,a9HdbWuqJ1,1973-12-22,Female,University,A-,2025-05-06,2025-05-06,1,438,438,0,1,0,0,0,True,Pass,Yes
694c2a07c1,Qiao Menon,qiaomenon3132@gmail.com,+65 98175731,a$kWLuNlIe,1974-11-15,Female,University,O+,2021-05-10,2025-09-22,20,7296,352,3,9,2,0,6,False,Pass,Yes
f77afae0a1,Diego Menon,diegomenon2849@hotmail.com,+65 98172413,v$Gn37gLXJ,2003-02-22,Male,Postgraduate,O+,2025-03-29,2025-07-06,2,706,378,0,1,0,1,0,False,Pass,No
520b8e6a45,Jiayi Zhao,jiayizhao1999@gmail.com,+65 85591861,SZ%5Soek!K,2003-07-05,Female,Secondary,O+,2023-09-12,2024-08-13,5,2187,447,2,1,1,1,0,False,Pass,No
bb27f7d80c,Sneha Varma,snehavarma8415@gmail.com,+65 86373772,2vB$TAHUO$,1975-01-04,Female,University,O+,2022-10-06,2025-10-21,14,5550,363,2,2,8,0,2,True,Pass,Yes
c319811b62,Mason Lim,masonlim9547@gmail.com,+65 82883450,nZ#TJ7OHyR,2005-11-30,Male,Diploma,O+,2024-10-19,2025-06-28,3,1222,431,0,3,0,0,0,False,Pass,No
bbcfac1af9,Sai Wang,saiwang5676@gmail.com,+65 95605920,cKUEv8&bd2,1980-02-09,Female,Primary,O+,2023-06-05,2025-08-29,10,4392,439,2,3,1,1,3,False,Pass,Yes
c8044916b7,Pooja Hakim,poojahakim5006@gmail.com,+65 83819664,iJctB6ftRJ,1995-09-10,Female,Secondary,O+,2021-11-03,2025-08-10,15,6308,413,1,1,8,2,3,False,Pass,No
07ec8c1dce,John Ibrahim,johnibrahim4505@gmail.com,+65 87250222,U2avU78Fba,2002-06-25,Male,University,A-,2024-08-04,2025-07-06,5,2216,442,0,2,1,1,1,False,Pass,Yes
bc74c0f8f1,Emily Anderson,emilyanderson4648@gmail.com,+65 83734649,Sld%#bR5K3,1991-06-21,Female,University,A+,2023-04-02,2025-08-08,11,4941,441,5,2,0,0,4,False,Pass,Yes
d43939afa2,Emily Reddy,emilyreddy7942@gmail.com,+65 97289929,VVQ4yiDJkJ,2004-01-21,Female,Diploma,A+,2024-07-07,2025-09-29,5,1914,381,0,1,2,0,2,False,Pass,Yes
f6b5a1bbbe,Richard Zhou,richardzhou5825@hotmail.com,+65 96747777,P6KkaQVGwm,1966-04-09,Male,Diploma,O-,2025-02-24,2025-09-16,3,1217,439,1,0,0,0,2,False,Pass,No
a2d1bf49ad,Rahul Zhou,rahulzhou5167@gmail.com,+65 91751586,^SrP9pnHIn,1987-05-31,Male,Postgraduate,A+,2023-03-15,2025-10-09,12,4554,408,6,0,2,3,1,False,Pass,Yes
7e9b951a4d,Izzah Pillai,izzahpillai4063@hotmail.com,+65 81963318,79QWctp8DN,1979-04-12,Female,Diploma,O+,2023-07-30,2025-05-05,8,3473,388,0,1,1,5,1,False,Pass,Yes
a552be2a51,Chao Rodriguez,chaorodriguez3261@gmail.com,+65 98289327,%cb%hCIlvq,2000-04-11,Male,Diploma,A+,2024-05-15,2025-07-09,4,1642,366,1,0,2,1,0,False,Pass,Yes
a263d1c4ed,Arjun Das,arjundas4781@hotmail.com,+65 82422753,?Z^2YGPb2F,2001-10-27,Male,University,O+,2024-06-11,2024-09-03,2,765,450,1,1,0,0,0,False,Pass,No
2ffd57dc36,Ananya Reyes,ananyareyes8438@gmail.com,+65 84010511,9i!JSLj!Da,2000-12-26,Female,Diploma,O+,2024-02-25,2025-08-05,2,820,422,0,1,1,0,0,False,Pass,Yes
de4054ed3a,Nadia Menon,nadiamenon6027@hotmail.com,+65 95625121,OiLTBO8Q&0,1980-05-05,Female,Diploma,A+,2022-08-28,2025-05-11,11,4943,358,6,2,2,0,1,True,Pass,Yes
b06ee8ff61,Yong Luo,yongluo424@hotmail.com,+65 97346891,A%?nznPx#$,2006-10-10,Male,Diploma,B+,2025-02-15,2025-10-30,4,1782,377,0,0,0,4,0,False,Pass,Yes
4f59277abc,Jennifer Gao,jennifergao181@gmail.com,+65 94893698,10wAutOD7t,1999-03-11,Female,Diploma,AB+,2022-10-24,2025-10-27,14,5286,355,3,8,2,1,0,False,Pass,Yes
ee295cd336,Lucia Lee,lucialee3075@hotmail.com,+65 91574656,ZHrZQICc$q,1994-10-21,Female,Secondary,O+,2022-10-28,2025-05-09,12,5128,415,3,7,2,0,0,False,Pass,Yes
876eddb7ef,Wei Qiu,weiqiu7162@gmail.com,+65 81570105,BpHAGr$Bw%,1983-08-02,Male,Secondary,A-,2025-06-10,2025-09-02,2,792,394,1,1,0,0,0,False,Pass,Yes
919a2bdbbf,Siti Reyes,sitireyes580@hotmail.com,+65 91351837,UC5ljJWaUV,2005-07-08,Female,Secondary,O+,2025-04-25,2025-04-25,1,413,413,0,1,0,0,0,False,Pass,Yes
f1ea90e5ed,Amit Lee,amitlee2075@gmail.com,+65 94296288,0LGfAk*T!B,1974-09-17,Male,Postgraduate,O+,2022-08-09,2025-10-08,13,4615,396,3,0,9,1,0,False,Pass,Yes
e3d80caef2,Vishal Yusof,vishalyusof2936@gmail.com,+65 95329276,VWSTJLpC1u,1973-09-15,Male,Diploma,O-,2020-09-18,2025-01-31,20,8263,360,2,13,1,0,4,False,Pass,Yes
195f2beb0a,Fatima Mitchell,fatimamitchell7533@gmail.com,+65 99795163,$lG&acW9?9,1986-04-10,Female,Secondary,A+,2023-09-01,2024-10-10,4,1583,370,0,2,2,0,0,False,Pass,Yes
b54e8271cb,Blake Garcia,blakegarcia7907@gmail.com,+65 98093322,34UzG##783,1975-04-24,Male,Secondary,O+,2021-10-11,2025-06-16,17,7214,369,1,4,11,0,1,False,Pass,Yes
85d7a6e5b7,Omar Zhou,omarzhou3228@hotmail.com,+65 84405520,E#ZFTPT1?r,1966-10-06,Male,Secondary,O+,2025-02-21,2025-10-31,4,1609,366,2,2,0,0,0,False,Pass,Yes
ec86fc66ca,Suyin Garcia,suyingarcia7741@gmail.com,+65 99263131,lVxKHQDZqs,1983-06-06,Female,Secondary,O+,2022-09-25,2023-11-19,6,2198,413,3,1,1,0,1,False,Pass,Yes
8e22a7b933,Riya Young,riyayoung4498@gmail.com,+65 82347490,UW#ItRAhTt,2001-10-09,Female,Secondary,O+,2024-04-19,2024-12-27,4,1687,434,0,3,0,1,0,False,Pass,Yes
2c23bccae4,Thiago Zhang,thiagozhang2308@gmail.com,+65 94878093,O?&9xMuxef,1993-01-25,Male,Secondary,A-,2023-09-15,2025-08-12,9,3276,352,0,1,5,2,1,False,Pass,Yes
54695e473d,Victoria Pillai,victoriapillai8732@hotmail.com,+65 87538817,ombQ73M^xw,2001-06-18,Female,Diploma,O-,2024-05-18,2024-08-10,2,780,352,0,2,0,0,0,True,Pass,Yes
d4a6dc93b3,Aisyah Menon,aisyahmenon1079@hotmail.com,+65 92768809,Z@d8maKjHc,1987-10-28,Female,University,O+,2024-02-25,2024-11-03,4,1484,374,1,2,0,0,1,True,Pass,Yes
3eaf6d55a6,Lakshmi Mitchell,lakshmimitchell6810@hotmail.com,+65 88804823,M^VgI7OiK5,1969-08-14,Female,University,A+,2024-11-20,2025-07-30,3,1230,447,1,1,0,0,1,False,Pass,Yes
eb4abbcb1b,Sarah Reddy,sarahreddy6998@gmail.com,+65 80981713,GN%&&m6!Kk,1971-12-07,Female,University,A+,2021-10-22,2025-02-25,14,5780,374,1,1,8,2,2,False,Pass,Yes
5d93fda6b1,Chloe Ibrahim,chloeibrahim5375@gmail.com,+65 85575248,MRk!1Z!^c7,1983-08-18,Female,Secondary,O+,2020-11-03,2025-08-26,20,7418,389,1,6,8,1,4,False,Pass,Yes
f591af5b4a,Richard Sharma,richardsharma7222@hotmail.com,+65 89867605,b^h$4Z8r6y,1970-05-13,Male,University,O+,2022-09-21,2025-09-30,14,5272,435,4,0,0,1,9,False,Pass,Yes
e2fbd6c1f9,Avery Pillai,averypillai270@gmail.com,+65 85975753,XogQ!CsYLC,1989-04-18,Female,University,A+,2023-06-16,2025-07-05,8,2881,389,0,1,7,0,0,False,Pass,No
d3f1fceafa,Lakshmi Rodriguez,lakshmirodriguez5146@gmail.com,+65 87765945,dRJE^mNNey,2004-11-29,Female,Primary,A+,2025-07-11,2025-10-09,2,727,438,0,1,0,0,1,False,Pass,Yes
5d1cf20f07,Lei Lim,leilim1552@hotmail.com,+65 98348131,ErgsoyTfGg,1977-04-24,Male,Diploma,A-,2023-04-16,2025-10-29,10,4254,441,2,3,0,3,2,True,Pass,No
1faceadc2e,Mia Lopez,mialopez2752@gmail.com,+65 91163468,3^Verk&I4c,1981-01-27,Female,University,O-,2023-10-31,2025-04-06,7,2944,406,2,2,0,2,1,False,Pass,Yes
8fe2edf144,Jessica Garcia,jessicagarcia692@gmail.com,+65 83595675,dvn&d6!0Lm,1970-01-24,Female,University,O+,2024-04-12,2025-03-14,5,1939,405,0,5,0,0,0,False,Pass,Yes
eca2fa25c4,Izzah Xu,izzahxu3663@gmail.com,+65 81941392,W%CMuOhi6!,1999-10-15,Female,Secondary,O+,2022-04-26,2025-07-15,15,5463,369,0,7,4,1,3,False,Pass,Yes
d7fae3b73e,Christopher Hakim,christopherhakim106@hotmail.com,+65 85871265,fU#%TuRF1W,1967-10-12,Male,Secondary,B+,2022-11-01,2025-09-26,12,5065,434,7,3,1,1,0,False,Pass,Yes
f8e6ac38b4,Hassan Reddy,hassanreddy7601@hotmail.com,+65 96211638,2SdpNlBKmF,2001-06-28,Male,Secondary,A+,2025-04-12,2025-09-27,3,1183,407,0,3,0,0,0,False,Pass,Yes
2fda08d80e,Mateo Taylor,mateotaylor2779@hotmail.com,+65 91259490,qvFEc11GfN,1985-07-08,Male,University,AB+,2020-06-23,2025-05-09,20,8170,406,2,6,2,1,9,False,Pass,Yes
29f4f8d4bf,Mei Lim,meilim1245@gmail.com,+65 87390599,SxVRdj$$nY,1989-05-06,Female,Secondary,A-,2024-01-12,2025-09-09,6,2648,360,2,0,1,3,0,False,Pass,Yes
9bd3e40a54,Avery Yang,averyyang5791@hotmail.com,+65 98379484,k0B^!3B9kz,1994-03-13,Female,University,O+,2022-05-30,2025-05-26,14,6268,351,0,0,10,2,2,False,Pass,Yes
cefdb5cd6d,Nurul Xu,nurulxu6064@hotmail.com,+65 80329699,T#Hty4X#&3,1994-06-06,Female,Secondary,AB+,2022-10-19,2025-04-30,12,4272,435,2,2,3,2,3,False,Pass,Yes
c7017a3c80,Patricia Iyer,patriciaiyer4286@gmail.com,+65 82064379,FBlFw%GoRu,1994-12-24,Female,Primary,AB-,2023-06-25,2025-10-14,10,3985,390,1,5,0,1,3,False,Pass,Yes
8b60f91405,Ryan Qiu,ryanqiu7358@gmail.com,+65 87820606,XHc1^^jwBT,1989-04-21,Male,Secondary,O+,2023-10-17,2023-10-17,1,393,393,0,0,1,0,0,False,Pass,Yes
8aeadbee12,Cooper Feng,cooperfeng9352@hotmail.com,+65 88830658,rKwpmxJZZG,1987-11-16,Male,Diploma,B+,2022-04-28,2025-10-05,15,6366,430,2,12,1,0,0,False,Pass,Yes
4fbf0cccfb,Ravi Wu,raviwu2521@gmail.com,+65 83304410,@U&!YZosV&,2006-12-23,Male,University,O-,2025-08-18,2025-08-18,1,364,364,1,0,0,0,0,False,Pass,No
bc5ceafba7,Yuqing Mitchell,yuqingmitchell7395@gmail.com,+65 83991367,8O*46C6!?M,1968-10-21,Female,Secondary,O+,2023-01-12,2024-08-22,8,3264,372,0,2,2,1,3,False,Pass,Yes
ddefa75aba,Ella Carter,ellacarter1592@gmail.com,+65 80228604,i^UaQyAvR$,1974-02-06,Female,Diploma,O+,2023-03-27,2025-04-24,8,2981,363,0,1,3,2,2,False,Pass,Yes
8ee1cfad63,Maya Lee,mayalee7459@hotmail.com,+65 92903782,Daj93%FJGX,1972-11-26,Female,Postgraduate,O+,2024-04-05,2024-04-05,1,412,412,1,0,0,0,0,False,Pass,Yes
e30144ecca,Thiago Liu,thiagoliu7187@hotmail.com,+65 97478354,cEXeg!VHKr,1989-04-05,Male,Diploma,O-,2024-05-01,2025-05-16,2,817,437,0,0,1,1,0,False,Pass,No
ec8a0784f8,Scarlett Liang,scarlettliang7788@hotmail.com,+65 92156806,8k1H?flSDS,1965-01-21,Female,Secondary,A+,2024-03-09,2025-10-27,4,1405,450,0,3,0,1,0,False,Pass,Yes
28c81b5aec,Shreya Pillai,shreyapillai3359@hotmail.com,+65 81722563,!5ABY%Gysf,1992-09-04,Female,Diploma,O+,2021-09-23,2025-07-29,15,6562,384,0,10,2,1,2,False,Pass,Yes
a334256cd8,Sofia Hassan,sofiahassan9064@hotmail.com,+65 81532882,R^g0*tIg8p,1971-01-28,Female,Secondary,A+,2022-09-02,2025-10-07,14,5406,365,2,1,7,2,2,False,Pass,Yes
34cbb40815,Li Na Das,linadas9847@hotmail.com,+65 86560705,zbEFEFyt#s,1996-09-27,Female,University,B-,2022-02-17,2024-08-29,12,4790,436,0,0,10,2,0,False,Pass,Yes
ff3d0f26ba,Gavin Guo,gavinguo8753@gmail.com,+65 87312858,BlH8rRA3GG,1977-09-26,Male,Secondary,O+,2023-03-18,2025-04-18,9,3643,386,2,3,0,3,1,False,Pass,Yes
97d778bcda,Syazwani Zhou,syazwanizhou9811@hotmail.com,+65 98509803,wJah0NeKSA,1971-02-10,Female,University,B-,2022-02-07,2025-10-20,17,6715,368,0,10,2,2,3,False,Pass,No
4fa32b7a97,Jamal Pillai,jamalpillai8639@gmail.com,+65 98728429,v*?dQ4s6N7,1983-10-24,Male,Postgraduate,A+,2021-03-07,2025-09-13,13,5495,383,1,2,7,1,2,False,Pass,Yes
eefe1362f1,Inaya Gao,inayagao5516@gmail.com,+65 95810714,@%4XkdHcu7,2004-12-21,Female,Postgraduate,O+,2025-03-30,2025-10-05,3,1331,392,2,0,0,0,1,False,Pass,Yes
2931afcf92,David Smith,davidsmith5558@gmail.com,+65 98352748,q*vxrklfPi,2007-07-30,Male,University,O+,2025-08-02,2025-10-25,2,821,409,0,0,2,0,0,True,Pass,No
ca68bce4aa,Jiayi Ma,jiayima698@gmail.com,+65 85422100,zyRxh2&okW,1982-01-15,Female,Postgraduate,A+,2021-11-02,2025-09-27,16,5678,358,0,1,0,13,2,False,Pass,Yes
6d1f4e625f,Elizabeth Hakim,elizabethhakim9505@hotmail.com,+65 92509434,&4t5MDJ^4T,2003-02-04,Female,Primary,A-,2024-05-20,2025-01-27,4,1772,403,0,1,1,2,0,False,Pass,No
bb50ebb113,Andrew Guo,andrewguo1999@gmail.com,+65 80772173,J7LKIR3zgm,1989-08-11,Male,Primary,B+,2023-08-17,2025-02-20,6,2539,445,0,5,1,0,0,False,Pass,Yes
ff7d0c66c6,Pei Chandra,peichandra3272@gmail.com,+65 84039964,7&9g7QNijJ,2004-03-05,Female,Primary,O+,2024-06-02,2025-09-05,4,1635,449,0,0,1,1,2,False,Pass,Yes
ccb13ecdd0,Rohan Carter,rohancarter4879@hotmail.com,+65 88709462,de^PhHHzMs,1979-06-12,Male,Diploma,O+,2024-10-10,2025-10-24,5,1917,448,0,3,1,1,0,False,Pass,No
9ee94d47dc,Lucas Yang,lucasyang3792@gmail.com,+65 87612956,Y6ahokZ39x,1995-08-14,Male,Postgraduate,A+,2023-04-24,2025-03-29,9,3921,428,7,0,1,0,1,False,Pass,Yes
5fecceedf0,Jennifer Aziz,jenniferaziz7971@hotmail.com,+65 89561232,h9KwCe^h@r,1984-03-05,Female,Secondary,A+,2022-08-07,2025-08-03,14,5542,445,1,9,2,1,1,False,Pass,Yes
00c26c9475,Meera Singh,meerasingh8089@gmail.com,+65 99005140,HL0h?MZppA,1964-11-27,Female,Diploma,A+,2024-07-05,2025-09-09,4,1626,427,0,3,0,0,1,False,Pass,Yes
3c913199f3,Cooper Feng,cooperfeng2182@hotmail.com,+65 90460773,127EW7lAmc,2003-01-04,Male,Primary,O+,2024-03-22,2025-06-12,5,2127,395,0,2,2,0,1,False,Pass,Yes
d1aaef7000,Susan Martinez,susanmartinez9953@gmail.com,+65 85050258,dI7j4XgkFD,1968-02-04,Female,University,A+,2023-01-01,2025-10-04,10,3627,438,3,2,3,2,0,False,Pass,Yes
dee415128c,Qi Martinez,qimartinez3743@hotmail.com,+65 96387307,SdoD8NR3bS,1999-10-23,Male,Secondary,O+,2022-10-02,2025-07-06,13,4926,447,4,1,8,0,0,False,Pass,Yes
018966cbbe,Liling Salleh,lilingsalleh1356@hotmail.com,+65 88293377,9dCqVyWu&#,2007-06-25,Female,Postgraduate,O+,2025-08-01,2025-10-28,2,749,352,0,1,1,0,0,False,Pass,Yes
a78ab8cdd0,Aaliyah Bennett,aaliyahbennett8631@hotmail.com,+65 85615612,Cwq!8Z^$RJ,1968-09-20,Female,Secondary,O+,2023-11-28,2025-09-30,9,3725,437,0,3,1,0,5,False,Pass,Yes
4b34d35671,Syafiq Chen,syafiqchen3511@hotmail.com,+65 96380688,TOhuqLybj?,2007-10-21,Male,Secondary,B+,2025-10-28,2025-10-28,1,431,431,0,0,1,0,0,False,Pass,Yes
fc16cef95b,Shreya Chen,shreyachen8657@hotmail.com,+65 83289754,pTRihAXb6K,1997-11-16,Female,Secondary,O+,2022-07-22,2025-01-31,12,5121,372,2,7,2,1,0,False,Pass,Yes
dedbec0c60,Chloe Clark,chloeclark6632@gmail.com,+65 96051644,@TmpN?qRxV,1979-11-16,Female,University,O+,2022-07-23,2025-06-14,13,5026,450,2,9,0,0,2,False,Pass,Yes
c98d11cab1,Liam Liang,liamliang8669@hotmail.com,+65 99721252,4wKScc&Hpa,1985-12-06,Male,Postgraduate,O-,2023-06-03,2025-10-27,10,3647,450,1,6,1,2,0,True,Pass,No
7241e651fd,Hunter Sharma,huntersharma6585@gmail.com,+65 95008811,Qah1qKVjJO,1980-05-24,Male,Primary,A+,2021-09-02,2025-10-27,17,7433,445,3,2,4,2,6,False,Pass,Yes
bf87c9aafb,Abigail Lim,abigaillim8063@gmail.com,+65 86294538,3WF19q6riK,1995-04-20,Female,Diploma,O-,2025-07-30,2025-10-25,2,780,363,0,0,0,0,2,False,Pass,Yes
5c9ff5fe6d,Andrew Sun,andrewsun5373@hotmail.com,+65 97955626,M39^j$84^X,1986-11-27,Male,Diploma,O+,2023-07-12,2024-11-27,7,2925,400,1,1,3,0,2,True,Pass,No
d5150d7f8d,Matthew Mitchell,matthewmitchell8118@hotmail.com,+65 95854488,jKn?cTwLCn,1970-02-25,Male,Diploma,A-,2023-07-06,2025-05-24,8,3356,354,0,5,1,1,1,True,Pass,No
3d49ae2b96,Marcus Lin,marcuslin8403@gmail.com,+65 89511832,4gzCguh6op,1981-10-23,Male,Diploma,A+,2021-08-12,2025-07-10,18,6700,438,0,12,0,4,2,False,Fail,Yes
7aeb7cfb6f,Chao Xu,chaoxu3860@hotmail.com,+65 91138840,x2J4FFvlIx,2003-08-22,Male,Secondary,O+,2025-01-28,2025-01-28,1,365,365,0,0,1,0,0,False,Pass,Yes
d8df3ffe9d,Samir Hakim,samirhakim1201@gmail.com,+65 86891332,xILSE0WuuK,1994-02-24,Male,Secondary,O+,2025-06-04,2025-08-27,2,727,353,1,0,0,0,1,False,Pass,Yes
c523c031bc,Natalie Zhao,nataliezhao6189@gmail.com,+65 85442535,2CYVmmyGs*,1968-06-18,Female,Secondary,A+,2023-12-12,2025-06-29,6,2415,358,1,2,2,1,0,False,Pass,Yes
dedbbc74af,Ethan Iskandar,ethaniskandar8043@hotmail.com,+65 85592187,g4C49Mm!sN,1972-12-12,Male,University,B+,2021-04-19,2025-03-17,18,6822,400,2,4,2,9,1,False,Pass,Yes
da23def9a3,Ryan Zhang,ryanzhang2454@gmail.com,+65 96012850,6#O?fWJRiC,1983-05-13,Male,Secondary,O+,2025-06-25,2025-09-17,2,871,423,2,0,0,0,0,False,Pass,No
f8ffc1aeb4,Gavin Bennett,gavinbennett4949@gmail.com,+65 87212766,jxaV*kuj7P,2006-09-07,Male,Secondary,A+,2025-05-30,2025-08-22,2,849,429,0,2,0,0,0,False,Pass,Yes
cbe27e3dd0,William Rosli,williamrosli1237@gmail.com,+65 81401645,tlRFZgEPDj,1980-05-19,Male,University,O+,2025-02-01,2025-02-01,1,385,385,0,0,0,0,1,False,Pass,Yes
d2711b821f,Naveen Zhao,naveenzhao1951@gmail.com,+65 82874242,%IEdagZAhQ,1966-06-22,Male,Secondary,A+,2023-03-01,2025-03-26,10,3808,450,7,0,1,1,1,False,Pass,Yes
ce250ecbe1,Amina Salleh,aminasalleh7177@hotmail.com,+65 98055864,c*CEwxP14d,1998-06-13,Female,Postgraduate,O-,2023-12-12,2025-10-29,8,3225,394,3,5,0,0,0,False,Pass,Yes
2eeeb5facd,Inaya Scott,inayascott250@gmail.com,+65 91496045,6MmgdlVb5S,1966-11-22,Female,Diploma,A-,2023-02-13,2025-10-14,11,4013,362,0,7,1,2,1,False,Pass,Yes
3decbd9d3f,Ishita Hakim,ishitahakim9366@hotmail.com,+65 94018204,Hg77AgQgUf,1967-01-20,Female,Postgraduate,O-,2025-03-15,2025-10-26,2,894,359,0,0,1,0,1,False,Pass,Yes
f7ac8b2bcb,Zulkifli Smith,zulkiflismith2987@hotmail.com,+65 88972632,sRbGweaNhk,1983-12-06,Male,Secondary,O+,2024-01-01,2025-08-11,8,3139,424,1,3,2,0,2,False,Pass,Yes
d9edf6b9ca,Cooper Brown,cooperbrown1778@gmail.com,+65 84401293,KC3X#z^1Js,1982-04-21,Male,Diploma,O-,2024-03-21,2025-03-11,5,2062,352,2,1,0,2,0,False,Pass,Yes
800ecb6f51,Chao Ridwan,chaoridwan6260@gmail.com,+65 91447257,NCDr*ThPxQ,1965-10-13,Male,University,O+,2023-04-06,2025-05-07,10,3881,414,2,4,3,0,1,True,Pass,No
932345ad79,Meera Li,meerali1785@hotmail.com,+65 94451058,z%@%tjY48T,1972-11-29,Female,University,O+,2020-02-24,2024-01-22,18,6513,373,11,0,1,3,3,False,Pass,Yes
48ff7bc5d7,Cooper Ridwan,cooperridwan4818@gmail.com,+65 91185688,zaM4e3&6sY,1987-02-11,Male,Diploma,A-,2022-05-29,2025-05-25,14,5374,409,4,2,3,2,3,False,Pass,No
fc2ce55bcf,Han Aziz,hanaziz9770@gmail.com,+65 85952536,P?L3!2Qv*I,1990-11-03,Male,University,O-,2022-10-31,2025-08-04,13,5836,394,1,7,2,2,1,False,Pass,Yes
a80168b6e5,Sai Qiu,saiqiu2834@gmail.com,+65 81180280,XBEi#KSVN4,1986-11-12,Female,Secondary,A+,2024-08-30,2025-09-16,4,1494,416,1,0,1,0,2,False,Pass,No
dedaab0ba9,Lei Zhang,leizhang764@hotmail.com,+65 99640069,vgg7?pu5Mh,1988-12-12,Male,Diploma,A+,2023-02-01,2025-08-20,9,3435,425,3,0,2,2,2,False,Pass,Yes
